Time,Competitor,Operation,OrderId,Side,Volume,Price,Lifespan,Fee,FuturePrice,EtfPrice,AccountBalance,FuturePosition,EtfPosition,ProfitLoss,TotalFees,MaxDrawdown,BuyVolume,SellVolume
1.971000,ExampleOne,Fill,16,S,-1,3410.00,GFD,-0.34,3410.00,3410.00,3435.10,9,-10,25.10,3.40,40.34,2,12
1.971000,ExampleOne,Hedge,,B,1,3409.50,,0.00,3410.00,3410.00,25.60,10,-10,25.60,3.40,40.34,2,12
1.971000,ExampleTwo,Fill,23,B,-1,3410.00,GFD,0.68,3410.00,3410.00,-3401.78,2,-1,8.22,5.78,6.68,6,7
1.971000,ExampleTwo,Hedge,,S,1,3409.50,,0.00,3410.00,3410.00,7.72,1,-1,7.72,5.78,7.18,6,7
1.971000,ExampleTwo,Insert,24,S,1,3412.00,GFD,0.00,3410.00,3410.00,7.72,1,-1,7.72,5.78,7.18,6,7
1.971000,ExampleOne,Tick,,,,,,0.00,3410.00,3410.00,25.60,10,-10,25.60,3.40,40.34,2,12
1.971000,ExampleTwo,Tick,,,,,,0.00,3410.00,3410.00,7.72,1,-1,7.72,5.78,7.18,6,7
1.971000,alexs_trader,Tick,,,,,,0.00,3410.00,3410.00,22.78,9,-9,22.78,2.72,40.34,2,11
1.971000,ExampleOne,Insert,17,S,1,3410.00,GFD,0.00,3410.00,3410.00,25.60,10,-10,25.60,3.40,40.34,2,12
1.971000,ExampleTwo,Cancel,24,S,-1,3412.00,GFD,0.00,3410.00,3410.00,7.72,1,-1,7.72,5.78,7.18,6,7
1.971000,ExampleTwo,Insert,25,B,1,3410.00,GFD,0.00,3410.00,3410.00,7.72,1,-1,7.72,5.78,7.18,6,7
1.971000,alexs_trader,Fill,16,S,-1,3410.00,GFD,-0.34,3410.00,3410.00,3433.12,9,-10,23.12,2.38,40.34,2,12
1.971000,alexs_trader,Hedge,,B,1,3409.50,,0.00,3410.00,3410.00,23.62,10,-10,23.62,2.38,40.34,2,12
1.971000,ExampleTwo,Fill,25,B,-1,3410.00,GFD,0.68,3410.00,3410.00,-3402.96,1,0,7.04,6.46,7.86,7,7
1.971000,ExampleTwo,Hedge,,S,1,3409.50,,0.00,3410.00,3410.00,6.54,0,0,6.54,6.46,8.36,7,7
1.971000,ExampleTwo,Insert,26,S,1,3411.00,GFD,0.00,3410.00,3410.00,6.54,0,0,6.54,6.46,8.36,7,7
1.971000,ExampleOne,Tick,,,,,,0.00,3410.00,3410.00,25.60,10,-10,25.60,3.40,40.34,2,12
1.971000,ExampleTwo,Tick,,,,,,0.00,3410.00,3410.00,6.54,0,0,6.54,6.46,8.36,7,7
1.971000,alexs_trader,Tick,,,,,,0.00,3410.00,3410.00,23.62,10,-10,23.62,2.38,40.34,2,12
1.971000,ExampleTwo,Cancel,26,S,-1,3411.00,GFD,0.00,3410.00,3410.00,6.54,0,0,6.54,6.46,8.36,7,7
1.971000,ExampleTwo,Insert,27,B,1,3409.00,GFD,0.00,3410.00,3410.00,6.54,0,0,6.54,6.46,8.36,7,7
1.971000,ExampleTwo,Insert,28,S,1,3410.00,GFD,0.00,3410.00,3410.00,6.54,0,0,6.54,6.46,8.36,7,7
1.971000,alexs_trader,Insert,17,S,1,3410.00,GFD,0.00,3410.00,3410.00,23.62,10,-10,23.62,2.38,40.34,2,12
1.971000,ExampleOne,Tick,,,,,,0.00,3410.00,3410.00,25.60,10,-10,25.60,3.40,40.34,2,12
1.971000,ExampleTwo,Tick,,,,,,0.00,3410.00,3410.00,6.54,0,0,6.54,6.46,8.36,7,7
1.971000,alexs_trader,Tick,,,,,,0.00,3410.00,3410.00,23.62,10,-10,23.62,2.38,40.34,2,12
1.971000,ExampleOne,Tick,,,,,,0.00,3410.00,3410.00,25.60,10,-10,25.60,3.40,40.34,2,12
1.971000,ExampleTwo,Tick,,,,,,0.00,3410.00,3410.00,6.54,0,0,6.54,6.46,8.36,7,7
1.971000,alexs_trader,Tick,,,,,,0.00,3410.00,3410.00,23.62,10,-10,23.62,2.38,40.34,2,12
2.106000,ExampleOne,Tick,,,,,,0.00,3410.00,3410.00,25.60,10,-10,25.60,3.40,40.34,2,12
2.106000,ExampleTwo,Tick,,,,,,0.00,3410.00,3410.00,6.54,0,0,6.54,6.46,8.36,7,7
2.106000,alexs_trader,Tick,,,,,,0.00,3410.00,3410.00,23.62,10,-10,23.62,2.38,40.34,2,12
2.190568,ExampleOne,Fill,15,B,-1,3409.00,GFD,-0.34,3410.00,3409.00,-3383.06,10,-9,35.94,3.06,40.34,3,12
2.190568,ExampleOne,Hedge,,S,1,3409.50,,0.00,3410.00,3409.00,26.44,9,-9,35.44,3.06,40.34,3,12
2.190568,alexs_trader,Fill,15,B,-1,3409.00,GFD,-0.34,3410.00,3409.00,-3385.04,10,-9,33.96,2.04,40.34,3,12
2.190568,alexs_trader,Hedge,,S,1,3409.50,,0.00,3410.00,3409.00,24.46,9,-9,33.46,2.04,40.34,3,12
2.190568,ExampleTwo,Fill,27,B,-1,3409.00,GFD,-0.34,3410.00,3409.00,-3402.12,0,1,6.88,6.12,8.36,8,7
2.190568,ExampleTwo,Hedge,,S,1,3409.50,,0.00,3410.00,3409.00,7.38,-1,1,6.38,6.12,8.52,8,7
2.227025,ExampleOne,Fill,17,S,-1,3410.00,GFD,-0.34,3410.00,3410.00,3436.78,9,-10,26.78,2.72,40.34,3,13
2.227025,ExampleOne,Hedge,,B,1,3409.50,,0.00,3410.00,3410.00,27.28,10,-10,27.28,2.72,40.34,3,13
2.227025,ExampleTwo,Fill,28,S,-1,3410.00,GFD,-0.34,3410.00,3410.00,3417.72,-1,0,7.72,5.78,8.52,8,8
2.227025,ExampleTwo,Hedge,,B,1,3409.50,,0.00,3410.00,3410.00,8.22,0,0,8.22,5.78,8.52,8,8
2.227025,alexs_trader,Fill,17,S,-1,3410.00,GFD,-0.34,3410.00,3410.00,3434.80,9,-10,24.80,1.70,40.34,3,13
2.227025,alexs_trader,Hedge,,B,1,3409.50,,0.00,3410.00,3410.00,25.30,10,-10,25.30,1.70,40.34,3,13
2.250000,ExampleOne,Tick,,,,,,0.00,3410.00,3410.00,27.28,10,-10,27.28,2.72,40.34,3,13
2.250000,ExampleTwo,Tick,,,,,,0.00,3410.00,3410.00,8.22,0,0,8.22,5.78,8.52,8,8
2.250000,alexs_trader,Tick,,,,,,0.00,3410.00,3410.00,25.30,10,-10,25.30,1.70,40.34,3,13
2.250000,ExampleOne,Insert,18,B,1,3409.00,GFD,0.00,3410.00,3410.00,27.28,10,-10,27.28,2.72,40.34,3,13
2.250000,ExampleOne,Insert,19,S,1,3410.00,GFD,0.00,3410.00,3410.00,27.28,10,-10,27.28,2.72,40.34,3,13
2.250000,ExampleOne,Fill,19,S,-1,3413.00,GFD,0.68,3410.00,3413.00,3439.60,10,-11,-3.40,3.40,55.16,3,14
2.250000,ExampleOne,Hedge,,B,1,3409.50,,0.00,3410.00,3413.00,30.10,11,-11,-2.90,3.40,55.16,3,14
2.250000,alexs_trader,Insert,18,B,1,3409.00,GFD,0.00,3410.00,3413.00,25.30,10,-10,25.30,1.70,40.34,3,13
2.250000,alexs_trader,Insert,19,S,1,3410.00,GFD,0.00,3410.00,3413.00,25.30,10,-10,25.30,1.70,40.34,3,13
2.250000,alexs_trader,Fill,19,S,-1,3413.00,GFD,0.68,3410.00,3413.00,3437.62,10,-11,-5.38,2.38,55.16,3,14
2.250000,alexs_trader,Hedge,,B,1,3409.50,,0.00,3410.00,3413.00,28.12,11,-11,-4.88,2.38,55.16,3,14
2.250000,ExampleTwo,Insert,29,B,1,3409.00,GFD,0.00,3410.00,3413.00,8.22,0,0,8.22,5.78,8.52,8,8
2.250000,ExampleTwo,Insert,30,S,1,3410.00,GFD,0.00,3410.00,3413.00,8.22,0,0,8.22,5.78,8.52,8,8
2.250000,ExampleTwo,Fill,30,S,-1,3413.00,GFD,0.68,3410.00,3413.00,3420.54,0,-1,7.54,6.46,8.52,8,9
2.250000,ExampleTwo,Hedge,,B,1,3409.50,,0.00,3410.00,3413.00,11.04,1,-1,8.04,6.46,8.52,8,9
2.529000,ExampleOne,Tick,,,,,,0.00,3410.00,3414.00,30.10,11,-11,-13.90,3.40,65.66,3,14
2.529000,ExampleTwo,Tick,,,,,,0.00,3410.00,3414.00,11.04,1,-1,7.04,6.46,8.52,8,9
2.529000,alexs_trader,Tick,,,,,,0.00,3410.00,3414.00,28.12,11,-11,-15.88,2.38,65.66,3,14
2.529000,ExampleOne,Insert,20,S,1,3410.00,GFD,0.00,3410.00,3414.00,30.10,11,-11,-13.90,3.40,65.66,3,14
2.529000,ExampleOne,Fill,20,S,-1,3412.00,GFD,0.68,3410.00,3412.00,3441.42,11,-12,7.42,4.08,65.66,3,15
2.529000,ExampleOne,Hedge,,B,1,3409.50,,0.00,3410.00,3412.00,31.92,12,-12,7.92,4.08,65.66,3,15
2.529000,alexs_trader,Insert,20,S,1,3410.00,GFD,0.00,3410.00,3412.00,28.12,11,-11,-15.88,2.38,65.66,3,14
2.529000,alexs_trader,Fill,20,S,-1,3412.00,GFD,0.68,3410.00,3412.00,3439.44,11,-12,5.44,3.06,65.66,3,15
2.529000,alexs_trader,Hedge,,B,1,3409.50,,0.00,3410.00,3412.00,29.94,12,-12,5.94,3.06,65.66,3,15
2.529000,ExampleTwo,Cancel,29,B,-1,3409.00,GFD,0.00,3410.00,3412.00,11.04,1,-1,7.04,6.46,8.52,8,9
2.529000,ExampleTwo,Insert,31,B,1,3410.00,GFD,0.00,3410.00,3412.00,11.04,1,-1,7.04,6.46,8.52,8,9
2.529000,ExampleTwo,Insert,32,S,1,3411.00,GFD,0.00,3410.00,3412.00,11.04,1,-1,7.04,6.46,8.52,8,9
2.529000,ExampleTwo,Fill,32,S,-1,3412.00,GFD,0.68,3410.00,3412.00,3422.36,1,-2,8.36,7.14,8.52,8,10
2.529000,ExampleTwo,Hedge,,B,1,3409.50,,0.00,3410.00,3412.00,12.86,2,-2,8.86,7.14,8.52,8,10
2.673000,ExampleOne,Tick,,,,,,0.00,3410.00,3412.00,31.92,12,-12,7.92,4.08,65.66,3,15
2.673000,ExampleTwo,Tick,,,,,,0.00,3410.00,3412.00,12.86,2,-2,8.86,7.14,8.52,8,10
2.673000,alexs_trader,Tick,,,,,,0.00,3410.00,3412.00,29.94,12,-12,5.94,3.06,65.66,3,15
2.673000,ExampleOne,Insert,21,S,1,3410.00,GFD,0.00,3410.00,3412.00,31.92,12,-12,7.92,4.08,65.66,3,15
2.673000,ExampleOne,Fill,21,S,-1,3412.00,GFD,0.68,3410.00,3412.00,3443.24,12,-13,7.24,4.76,65.66,3,16
2.673000,ExampleOne,Hedge,,B,1,3409.50,,0.00,3410.00,3412.00,33.74,13,-13,7.74,4.76,65.66,3,16
2.673000,alexs_trader,Insert,21,S,1,3410.00,GFD,0.00,3410.00,3412.00,29.94,12,-12,5.94,3.06,65.66,3,15
2.673000,alexs_trader,Fill,21,S,-1,3412.00,GFD,0.68,3410.00,3412.00,3441.26,12,-13,5.26,3.74,65.66,3,16
2.673000,alexs_trader,Hedge,,B,1,3409.50,,0.00,3410.00,3412.00,31.76,13,-13,5.76,3.74,65.66,3,16
2.673000,ExampleTwo,Cancel,31,B,-1,3410.00,GFD,0.00,3410.00,3412.00,12.86,2,-2,8.86,7.14,8.52,8,10
2.673000,ExampleTwo,Insert,33,B,1,3411.00,GFD,0.00,3410.00,3412.00,12.86,2,-2,8.86,7.14,8.52,8,10
2.673000,ExampleTwo,Insert,34,S,1,3412.00,GFD,0.00,3410.00,3412.00,12.86,2,-2,8.86,7.14,8.52,8,10
2.673000,ExampleOne,Tick,,,,,,0.00,3410.00,3412.00,33.74,13,-13,7.74,4.76,65.66,3,16
2.673000,ExampleTwo,Tick,,,,,,0.00,3410.00,3412.00,12.86,2,-2,8.86,7.14,8.52,8,10
2.673000,alexs_trader,Tick,,,,,,0.00,3410.00,3412.00,31.76,13,-13,5.76,3.74,65.66,3,16
2.673000,ExampleOne,Insert,22,S,1,3410.00,GFD,0.00,3410.00,3412.00,33.74,13,-13,7.74,4.76,65.66,3,16
2.673000,ExampleTwo,Fill,33,B,-1,3411.00,GFD,-0.34,3410.00,3411.00,-3397.80,2,-1,11.20,6.80,8.52,9,10
2.673000,ExampleTwo,Hedge,,S,1,3409.50,,0.00,3410.00,3411.00,11.70,1,-1,10.70,6.80,8.52,9,10
2.673000,ExampleOne,Fill,22,S,-1,3411.00,GFD,0.68,3410.00,3411.00,3444.06,13,-14,20.06,5.44,65.66,3,17
2.673000,ExampleOne,Hedge,,B,1,3409.50,,0.00,3410.00,3411.00,34.56,14,-14,20.56,5.44,65.66,3,17
2.673000,alexs_trader,Insert,22,S,1,3410.00,GFD,0.00,3410.00,3411.00,31.76,13,-13,5.76,3.74,65.66,3,16
2.673000,alexs_trader,Fill,22,S,-1,3410.00,GFD,0.68,3410.00,3410.00,3441.08,13,-14,31.08,4.42,65.66,3,17
2.673000,alexs_trader,Hedge,,B,1,3409.50,,0.00,3410.00,3410.00,31.58,14,-14,31.58,4.42,65.66,3,17
2.673000,ExampleOne,Tick,,,,,,0.00,3410.00,3410.00,34.56,14,-14,34.56,5.44,65.66,3,17
2.673000,ExampleTwo,Tick,,,,,,0.00,3410.00,3410.00,11.70,1,-1,11.70,6.80,8.52,9,10
2.673000,alexs_trader,Tick,,,,,,0.00,3410.00,3410.00,31.58,14,-14,31.58,4.42,65.66,3,17
2.673000,ExampleOne,Insert,23,S,1,3410.00,GFD,0.00,3410.00,3410.00,34.56,14,-14,34.56,5.44,65.66,3,17
2.673000,ExampleOne,Fill,23,S,-1,3410.00,GFD,0.68,3410.00,3410.00,3443.88,14,-15,33.88,6.12,65.66,3,18
2.673000,ExampleOne,Hedge,,B,1,3409.50,,0.00,3410.00,3410.00,34.38,15,-15,34.38,6.12,65.66,3,18
2.673000,alexs_trader,Insert,23,S,1,3410.00,GFD,0.00,3410.00,3410.00,31.58,14,-14,31.58,4.42,65.66,3,17
2.673000,alexs_trader,Fill,23,S,-1,3410.00,GFD,0.68,3410.00,3410.00,3440.90,14,-15,30.90,5.10,65.66,3,18
2.673000,alexs_trader,Hedge,,B,1,3409.50,,0.00,3410.00,3410.00,31.40,15,-15,31.40,5.10,65.66,3,18
2.673000,ExampleTwo,Cancel,34,S,-1,3412.00,GFD,0.00,3410.00,3410.00,11.70,1,-1,11.70,6.80,8.52,9,10
2.673000,ExampleTwo,Insert,35,B,1,3410.00,GFD,0.00,3410.00,3410.00,11.70,1,-1,11.70,6.80,8.52,9,10
2.673000,ExampleTwo,Insert,36,S,1,3411.00,GFD,0.00,3410.00,3410.00,11.70,1,-1,11.70,6.80,8.52,9,10
2.673000,ExampleOne,Tick,,,,,,0.00,3410.00,3410.00,34.38,15,-15,34.38,6.12,65.66,3,18
2.673000,ExampleTwo,Tick,,,,,,0.00,3410.00,3410.00,11.70,1,-1,11.70,6.80,8.52,9,10
2.673000,alexs_trader,Tick,,,,,,0.00,3410.00,3410.00,31.40,15,-15,31.40,5.10,65.66,3,18
2.673000,ExampleOne,Insert,24,S,1,3410.00,GFD,0.00,3410.00,3410.00,34.38,15,-15,34.38,6.12,65.66,3,18
2.673000,ExampleOne,Fill,24,S,-1,3410.00,GFD,0.68,3410.00,3410.00,3443.70,15,-16,33.70,6.80,65.66,3,19
2.673000,ExampleOne,Hedge,,B,1,3409.50,,0.00,3410.00,3410.00,34.20,16,-16,34.20,6.80,65.66,3,19
2.673000,alexs_trader,Insert,24,S,1,3410.00,GFD,0.00,3410.00,3410.00,31.40,15,-15,31.40,5.10,65.66,3,18
2.673000,alexs_trader,Fill,24,S,-1,3410.00,GFD,0.68,3410.00,3410.00,3440.72,15,-16,30.72,5.78,65.66,3,19
2.673000,alexs_trader,Hedge,,B,1,3409.50,,0.00,3410.00,3410.00,31.22,16,-16,31.22,5.78,65.66,3,19
2.673000,ExampleOne,Tick,,,,,,0.00,3410.00,3410.00,34.20,16,-16,34.20,6.80,65.66,3,19
2.673000,ExampleTwo,Tick,,,,,,0.00,3410.00,3410.00,11.70,1,-1,11.70,6.80,8.52,9,10
2.673000,alexs_trader,Tick,,,,,,0.00,3410.00,3410.00,31.22,16,-16,31.22,5.78,65.66,3,19
2.673000,ExampleOne,Insert,25,S,1,3410.00,GFD,0.00,3410.00,3410.00,34.20,16,-16,34.20,6.80,65.66,3,19
2.673000,ExampleOne,Fill,25,S,-1,3410.00,GFD,0.68,3410.00,3410.00,3443.52,16,-17,33.52,7.48,65.66,3,20
2.673000,ExampleOne,Hedge,,B,1,3409.50,,0.00,3410.00,3410.00,34.02,17,-17,34.02,7.48,65.66,3,20
2.673000,alexs_trader,Insert,25,S,1,3410.00,GFD,0.00,3410.00,3410.00,31.22,16,-16,31.22,5.78,65.66,3,19
2.673000,alexs_trader,Fill,25,S,-1,3410.00,GFD,0.68,3410.00,3410.00,3440.54,16,-17,30.54,6.46,65.66,3,20
2.673000,alexs_trader,Hedge,,B,1,3409.50,,0.00,3410.00,3410.00,31.04,17,-17,31.04,6.46,65.66,3,20
2.673000,ExampleOne,Tick,,,,,,0.00,3410.00,3410.00,34.02,17,-17,34.02,7.48,65.66,3,20
2.673000,ExampleTwo,Tick,,,,,,0.00,3410.00,3410.00,11.70,1,-1,11.70,6.80,8.52,9,10
2.673000,alexs_trader,Tick,,,,,,0.00,3410.00,3410.00,31.04,17,-17,31.04,6.46,65.66,3,20
2.673000,ExampleOne,Insert,26,S,1,3410.00,GFD,0.00,3410.00,3410.00,34.02,17,-17,34.02,7.48,65.66,3,20
2.673000,ExampleOne,Fill,26,S,-1,3410.00,GFD,0.68,3410.00,3410.00,3443.34,17,-18,33.34,8.16,65.66,3,21
2.673000,ExampleOne,Hedge,,B,1,3409.50,,0.00,3410.00,3410.00,33.84,18,-18,33.84,8.16,65.66,3,21
2.673000,alexs_trader,Insert,26,S,1,3410.00,GFD,0.00,3410.00,3410.00,31.04,17,-17,31.04,6.46,65.66,3,20
2.673000,ExampleTwo,Fill,35,B,-1,3410.00,GFD,-0.34,3410.00,3410.00,-3397.96,1,0,12.04,6.46,8.52,10,10
2.673000,ExampleTwo,Hedge,,S,1,3409.50,,0.00,3410.00,3410.00,11.54,0,0,11.54,6.46,8.52,10,10
2.673000,alexs_trader,Fill,26,S,-1,3410.00,GFD,0.68,3410.00,3410.00,3440.36,17,-18,30.36,7.14,65.66,3,21
2.673000,alexs_trader,Hedge,,B,1,3409.50,,0.00,3410.00,3410.00,30.86,18,-18,30.86,7.14,65.66,3,21
2.673000,ExampleOne,Tick,,,,,,0.00,3410.00,3410.00,33.84,18,-18,33.84,8.16,65.66,3,21
2.673000,ExampleTwo,Tick,,,,,,0.00,3410.00,3410.00,11.54,0,0,11.54,6.46,8.52,10,10
2.673000,alexs_trader,Tick,,,,,,0.00,3410.00,3410.00,30.86,18,-18,30.86,7.14,65.66,3,21
2.673000,ExampleOne,Insert,27,S,1,3410.00,GFD,0.00,3410.00,3410.00,33.84,18,-18,33.84,8.16,65.66,3,21
2.673000,alexs_trader,Insert,27,S,1,3410.00,GFD,0.00,3410.00,3410.00,30.86,18,-18,30.86,7.14,65.66,3,21
2.768388,ExampleOne,Fill,18,B,-1,3409.00,GFD,-0.34,3410.00,3409.00,-3374.82,18,-17,52.18,7.82,65.66,4,21
2.768388,ExampleOne,Hedge,,S,1,3409.50,,0.00,3410.00,3409.00,34.68,17,-17,51.68,7.82,65.66,4,21
2.768388,alexs_trader,Fill,18,B,-1,3409.00,GFD,-0.34,3410.00,3409.00,-3377.80,18,-17,49.20,6.80,65.66,4,21
2.768388,alexs_trader,Hedge,,S,1,3409.50,,0.00,3410.00,3409.00,31.70,17,-17,48.70,6.80,65.66,4,21
2.808000,ExampleTwo,Cancel,36,S,-1,3411.00,GFD,0.00,3410.00,3408.00,11.54,0,0,11.54,6.46,8.52,10,10
2.808000,ExampleTwo,Insert,37,B,1,3409.00,GFD,0.00,3410.00,3408.00,11.54,0,0,11.54,6.46,8.52,10,10
2.808000,ExampleTwo,Insert,38,S,1,3410.00,GFD,0.00,3410.00,3408.00,11.54,0,0,11.54,6.46,8.52,10,10
2.808000,ExampleOne,Tick,,,,,,0.00,3410.00,3408.00,34.68,17,-17,68.68,7.82,65.66,4,21
2.808000,ExampleTwo,Tick,,,,,,0.00,3410.00,3408.00,11.54,0,0,11.54,6.46,8.52,10,10
2.808000,alexs_trader,Tick,,,,,,0.00,3410.00,3408.00,31.70,17,-17,65.70,6.80,65.66,4,21
2.808000,ExampleOne,Insert,28,B,1,3409.00,GFD,0.00,3410.00,3408.00,34.68,17,-17,68.68,7.82,65.66,4,21
2.808000,alexs_trader,Insert,28,B,1,3409.00,GFD,0.00,3410.00,3408.00,31.70,17,-17,65.70,6.80,65.66,4,21
2.952000,ExampleOne,Tick,,,,,,0.00,3410.00,3408.00,34.68,17,-17,68.68,7.82,65.66,4,21
2.952000,ExampleTwo,Tick,,,,,,0.00,3410.00,3408.00,11.54,0,0,11.54,6.46,8.52,10,10
2.952000,alexs_trader,Tick,,,,,,0.00,3410.00,3408.00,31.70,17,-17,65.70,6.80,65.66,4,21
2.952000,ExampleOne,Tick,,,,,,0.00,3410.00,3408.00,34.68,17,-17,68.68,7.82,65.66,4,21
2.952000,ExampleTwo,Tick,,,,,,0.00,3410.00,3408.00,11.54,0,0,11.54,6.46,8.52,10,10
2.952000,alexs_trader,Tick,,,,,,0.00,3410.00,3408.00,31.70,17,-17,65.70,6.80,65.66,4,21
3.096000,ExampleOne,Tick,,,,,,0.00,3410.00,3408.00,34.68,17,-17,68.68,7.82,65.66,4,21
3.096000,ExampleTwo,Tick,,,,,,0.00,3410.00,3408.00,11.54,0,0,11.54,6.46,8.52,10,10
3.096000,alexs_trader,Tick,,,,,,0.00,3410.00,3408.00,31.70,17,-17,65.70,6.80,65.66,4,21
3.219509,ExampleTwo,Fill,37,B,-1,3409.00,GFD,-0.34,3410.00,3409.00,-3397.12,0,1,11.88,6.12,8.52,11,10
3.219509,ExampleTwo,Hedge,,S,1,3409.50,,0.00,3410.00,3409.00,12.38,-1,1,11.38,6.12,8.52,11,10
3.219509,ExampleOne,Fill,28,B,-1,3409.00,GFD,-0.34,3410.00,3409.00,-3373.98,17,-16,52.02,7.48,65.66,5,21
3.219509,ExampleOne,Hedge,,S,1,3409.50,,0.00,3410.00,3409.00,35.52,16,-16,51.52,7.48,65.66,5,21
3.219509,alexs_trader,Fill,28,B,-1,3409.00,GFD,-0.34,3410.00,3409.00,-3376.96,17,-16,49.04,6.46,65.66,5,21
3.219509,alexs_trader,Hedge,,S,1,3409.50,,0.00,3410.00,3409.00,32.54,16,-16,48.54,6.46,65.66,5,21
3.231000,ExampleOne,Tick,,,,,,0.00,3410.00,3409.00,35.52,16,-16,51.52,7.48,65.66,5,21
3.231000,ExampleTwo,Tick,,,,,,0.00,3410.00,3409.00,12.38,-1,1,11.38,6.12,8.52,11,10
3.231000,alexs_trader,Tick,,,,,,0.00,3410.00,3409.00,32.54,16,-16,48.54,6.46,65.66,5,21
3.231000,ExampleOne,Insert,29,B,1,3409.00,GFD,0.00,3410.00,3409.00,35.52,16,-16,51.52,7.48,65.66,5,21
3.231000,alexs_trader,Insert,29,B,1,3409.00,GFD,0.00,3410.00,3409.00,32.54,16,-16,48.54,6.46,65.66,5,21
3.231000,ExampleTwo,Cancel,38,S,-1,3410.00,GFD,0.00,3410.00,3409.00,12.38,-1,1,11.38,6.12,8.52,11,10
3.231000,ExampleTwo,Insert,39,B,1,3408.00,GFD,0.00,3410.00,3409.00,12.38,-1,1,11.38,6.12,8.52,11,10
3.231000,ExampleTwo,Insert,40,S,1,3409.00,GFD,0.00,3410.00,3409.00,12.38,-1,1,11.38,6.12,8.52,11,10
3.231000,ExampleTwo,Fill,40,S,-1,3409.00,GFD,0.68,3410.00,3409.00,3420.70,-1,0,10.70,6.80,8.52,11,11
3.231000,ExampleTwo,Hedge,,B,1,3409.50,,0.00,3410.00,3409.00,11.20,0,0,11.20,6.80,8.52,11,11
3.231000,ExampleOne,Tick,,,,,,0.00,3410.00,3409.00,35.52,16,-16,51.52,7.48,65.66,5,21
3.231000,ExampleTwo,Tick,,,,,,0.00,3410.00,3409.00,11.20,0,0,11.20,6.80,8.52,11,11
3.231000,alexs_trader,Tick,,,,,,0.00,3410.00,3409.00,32.54,16,-16,48.54,6.46,65.66,5,21
3.231000,ExampleTwo,Cancel,39,B,-1,3408.00,GFD,0.00,3410.00,3409.00,11.20,0,0,11.20,6.80,8.52,11,11
3.231000,ExampleTwo,Insert,41,B,1,3409.00,GFD,0.00,3410.00,3409.00,11.20,0,0,11.20,6.80,8.52,11,11
3.231000,ExampleTwo,Insert,42,S,1,3410.00,GFD,0.00,3410.00,3409.00,11.20,0,0,11.20,6.80,8.52,11,11
3.231000,ExampleOne,Tick,,,,,,0.00,3410.00,3409.00,35.52,16,-16,51.52,7.48,65.66,5,21
3.231000,ExampleTwo,Tick,,,,,,0.00,3410.00,3409.00,11.20,0,0,11.20,6.80,8.52,11,11
3.231000,alexs_trader,Tick,,,,,,0.00,3410.00,3409.00,32.54,16,-16,48.54,6.46,65.66,5,21
3.231000,ExampleOne,Tick,,,,,,0.00,3410.00,3409.00,35.52,16,-16,51.52,7.48,65.66,5,21
3.231000,ExampleTwo,Tick,,,,,,0.00,3410.00,3409.00,11.20,0,0,11.20,6.80,8.52,11,11
3.231000,alexs_trader,Tick,,,,,,0.00,3410.00,3409.00,32.54,16,-16,48.54,6.46,65.66,5,21
3.231000,ExampleOne,Tick,,,,,,0.00,3410.00,3409.00,35.52,16,-16,51.52,7.48,65.66,5,21
3.231000,ExampleTwo,Tick,,,,,,0.00,3410.00,3409.00,11.20,0,0,11.20,6.80,8.52,11,11
3.231000,alexs_trader,Tick,,,,,,0.00,3410.00,3409.00,32.54,16,-16,48.54,6.46,65.66,5,21
3.231000,ExampleOne,Tick,,,,,,0.00,3410.00,3409.00,35.52,16,-16,51.52,7.48,65.66,5,21
3.231000,ExampleTwo,Tick,,,,,,0.00,3410.00,3409.00,11.20,0,0,11.20,6.80,8.52,11,11
3.231000,alexs_trader,Tick,,,,,,0.00,3410.00,3409.00,32.54,16,-16,48.54,6.46,65.66,5,21
3.274197,ExampleOne,Fill,27,S,-1,3410.00,GFD,-0.34,3410.00,3410.00,3445.86,16,-17,35.86,7.14,65.66,5,22
3.274197,ExampleOne,Hedge,,B,1,3409.50,,0.00,3410.00,3410.00,36.36,17,-17,36.36,7.14,65.66,5,22
3.274197,alexs_trader,Fill,27,S,-1,3410.00,GFD,-0.34,3410.00,3410.00,3442.88,16,-17,32.88,6.12,65.66,5,22
3.274197,alexs_trader,Hedge,,B,1,3409.50,,0.00,3410.00,3410.00,33.38,17,-17,33.38,6.12,65.66,5,22
3.274197,ExampleTwo,Fill,42,S,-1,3410.00,GFD,-0.34,3410.00,3410.00,3421.54,0,-1,11.54,6.46,8.52,11,12
3.274197,ExampleTwo,Hedge,,B,1,3409.50,,0.00,3410.00,3410.00,12.04,1,-1,12.04,6.46,8.52,11,12
3.375000,ExampleOne,Tick,,,,,,0.00,3410.00,3413.00,36.36,17,-17,-14.64,7.14,83.32,5,22
3.375000,ExampleTwo,Tick,,,,,,0.00,3410.00,3413.00,12.04,1,-1,9.04,6.46,8.52,11,12
3.375000,alexs_trader,Tick,,,,,,0.00,3410.00,3413.00,33.38,17,-17,-17.62,6.12,83.32,5,22
3.375000,ExampleOne,Insert,30,S,1,3410.00,GFD,0.00,3410.00,3413.00,36.36,17,-17,-14.64,7.14,83.32,5,22
3.375000,ExampleOne,Fill,30,S,-1,3413.00,GFD,0.68,3410.00,3413.00,3448.68,17,-18,-15.32,7.82,84.00,5,23
